category_id,category,count,corr,kl(attn||gt),js,emd_approx,pred_cx,pred_cy,pred_w,pred_h
56,broccoli,100,-0.03171861916780472,9.481678009033203,0.4169764071702957,1.3751655730929537,0.3474256694316864,0.7196946144104004,0.07257264107465744,0.12400688230991364
6,bus,100,-0.03172321245074272,11.375946044921875,0.5042772889137268,1.9340446996030778,0.3104279339313507,0.5103643536567688,0.0977906808257103,0.1033782884478569
24,zebra,100,-0.033045511692762375,10.952253341674805,0.5282538533210754,1.2689788365876082,0.17421557009220123,0.6395998597145081,0.16522903740406036,0.28620341420173645
63,couch,100,-0.03673495352268219,11.89600944519043,0.5407603979110718,2.650307974612085,0.4954654276371002,0.7133285999298096,0.35519325733184814,0.4217035472393036
84,book,100,-0.038669049739837646,10.283287048339844,0.47273874282836914,0.39823137284931537,0.3612922430038452,0.537341833114624,0.07026271522045135,0.09511947631835938
78,microwave,100,-0.04261099919676781,10.672150611877441,0.4778173267841339,1.0686570858911106,0.46956101059913635,0.7222496271133423,0.15100665390491486,0.2185438871383667
42,surfboard,100,-0.04623758792877197,11.586344718933105,0.4976447820663452,3.1622503181487533,0.39573556184768677,0.6794770956039429,0.08019314706325531,0.07669345289468765
19,horse,100,-0.04677413031458855,11.503313064575195,0.4983774423599243,4.106860265157594,0.38835611939430237,0.6257339119911194,0.16248635947704315,0.20453426241874695
60,donut,100,-0.04934902489185333,10.129392623901367,0.45406320691108704,2.408919849934103,0.45071232318878174,0.6746112108230591,0.14813457429409027,0.20083023607730865
36,snowboard,100,-0.050122182816267014,10.569659233093262,0.5056958496570587,3.7516611996776352,0.37341949343681335,0.6232729554176331,0.11727490276098251,0.07520896196365356
25,giraffe,100,-0.05129660665988922,12.742999076843262,0.5748552978038788,3.090693311461203,0.22318029403686523,0.5347486138343811,0.0954388827085495,0.2527472972869873
11,fire hydrant,100,-0.053040824830532074,11.75629997253418,0.5321365594863892,2.8716068038162557,0.3197290897369385,0.6486971378326416,0.22473755478858948,0.6364424228668213
10,traffic light,100,-0.053074680268764496,9.947601318359375,0.42641581594944,2.2609881253441606,0.26472240686416626,0.5682453513145447,0.0397581048309803,0.0865405946969986
20,sheep,100,-0.05323740839958191,11.10696029663086,0.4888553023338318,3.160625525349132,0.276079386472702,0.650421142578125,0.04765993356704712,0.047177016735076904
90,toothbrush,100,-0.05732598900794983,10.595864295959473,0.46759089827537537,1.8146431524146975,0.31590959429740906,0.5919537544250488,0.04397561028599739,0.05428091809153557
13,stop sign,100,-0.0589229054749012,10.887937545776367,0.5103929191827774,2.6014707836685425,0.1758849024772644,0.5508877038955688,0.09105121344327927,0.16275794804096222
33,suitcase,100,-0.05932452157139778,10.565672874450684,0.4784042239189148,1.9992029272111294,0.4527464210987091,0.7417796850204468,0.12320710718631744,0.18921580910682678
16,bird,100,-0.06611591577529907,10.308194160461426,0.4770897179841995,0.384415171847395,0.5305946469306946,0.7119598984718323,0.15940502285957336,0.18539533019065857
82,refrigerator,100,-0.07193230092525482,10.918548583984375,0.49358248710632324,0.9729495842032271,0.364296019077301,0.681298553943634,0.23981407284736633,0.5057870745658875
88,teddy bear,100,-0.07321225851774216,10.79157543182373,0.48940713703632355,1.6554667541171182,0.41052472591400146,0.653667688369751,0.14963699877262115,0.33563247323036194
34,frisbee,100,-0.08240198343992233,10.294052124023438,0.4599263072013855,1.6082201699782352,0.3380926251411438,0.5220165252685547,0.12130974978208542,0.08020874857902527
46,wine glass,100,-0.0839211642742157,10.532058715820312,0.46845006942749023,1.5873102838487851,0.4431493580341339,0.5772972106933594,0.09398047626018524,0.16828151047229767
67,dining table,100,-0.08683568984270096,13.261340141296387,0.6184515953063965,3.4655998563229127,0.35361406207084656,0.6992986798286438,0.5157502889633179,0.47071123123168945
86,vase,100,-0.08849193155765533,10.78951358795166,0.48009270429611206,4.114411065547811,0.3442741632461548,0.6646584868431091,0.15617260336875916,0.20160898566246033
64,potted plant,100,-0.08868560940027237,10.111087799072266,0.44200263917446136,2.7687807953435866,0.5615270137786865,0.7101625204086304,0.08066453784704208,0.12316369265317917
70,toilet,100,-0.09704834967851639,11.652633666992188,0.5093198418617249,1.4943028080371925,0.24870005249977112,0.7262550592422485,0.13052822649478912,0.22262056171894073
8,truck,100,-0.11081467568874359,11.734331130981445,0.5255642235279083,2.2428631738510796,0.23618045449256897,0.5051935315132141,0.08785637468099594,0.06794752925634384
38,kite,100,-0.11308130621910095,11.845684051513672,0.5187140703201294,2.7843043855706218,0.4229363799095154,0.5703204274177551,0.18104057013988495,0.16406655311584473
89,hair drier,100,-0.11983335763216019,10.593644142150879,0.47733500599861145,0.9207307392826104,0.24729472398757935,0.5073137879371643,0.06082518771290779,0.06731028854846954
52,banana,100,-0.13016866147518158,11.946715354919434,0.5206840485334396,2.1009939802340503,0.5188172459602356,0.6106427311897278,0.10181200504302979,0.09987960010766983
57,carrot,100,-0.14121241867542267,10.718610763549805,0.47989998757839203,2.490144629868498,0.2598946690559387,0.8107567429542542,0.11874398589134216,0.11596403270959854
14,parking meter,100,-0.15610168874263763,12.702564239501953,0.5658690333366394,3.179903661418141,0.3117586076259613,0.5533913373947144,0.12385497242212296,0.1675092577934265
