category_id,category,count,"corr(attn,gt)",H_attn,H_gt,H_uniform,"JS(attn,gt)","JS(attn,uniform)","JS(gt,uniform)",KL(attn||gt),KL(gt||attn),attn_center_x,attn_center_y,gt_center_x,gt_center_y,"dist_center(attn,gt)","dist_center(attn,uniform)","dist_center(gt,uniform)",bbox_cx,bbox_cy,bbox_w,bbox_h,dist_bbox_center_to_gt_center
84,book,100,0.10648281127214432,5.414333343505859,4.312213897705078,5.545178413391113,0.3358364701271057,0.03536714240908623,0.3385374993085861,14.295132637023926,1.2803318500518799,7.120451528691774,5.849086796633041,7.040000475025186,7.020000479197631,1.1736742410281629,1.6939809465055282,0.6648301308962747,0.5507326126098633,0.35220417380332947,0.14419372379779816,0.05236189067363739,2.123150162309793
62,chair,100,0.08362433314323425,5.3915581703186035,4.405856609344482,5.545178413391113,0.32995250821113586,0.04006865993142128,0.32000795006752014,14.072331428527832,1.444493293762207,6.646379107997292,7.702065540441314,7.1100004930177185,8.210000569012982,0.6877083552628684,0.8772109836848487,0.8100619874090996,0.4333328902721405,0.5489405989646912,0.16816355288028717,0.11111914366483688,0.6104833537847496
50,spoon,100,0.24335592985153198,5.388284683227539,4.270625114440918,5.545178413391113,0.3205193057656288,0.04109317436814308,0.34915825724601746,13.887256622314453,1.1901440620422363,7.8278076093120035,7.156992965465179,8.010000588385388,7.610000570318183,0.4882726407226711,0.47445932856591955,0.5217285938337746,0.5524175763130188,0.5262488126754761,0.1164654940366745,0.06756319850683212,0.39601124777452457
44,bottle,100,0.2684788703918457,5.365896224975586,4.28972053527832,5.545178413391113,0.311953566968441,0.04840897209942341,0.34394897520542145,13.746526718139648,1.1359827518463135,7.826631984003601,7.203677882644115,7.840000536305972,7.290000506690193,0.08735166634278785,0.4410161564029187,0.3996250140803554,0.5893736481666565,0.49596652388572693,0.07299003005027771,0.06069646030664444,1.0117105295304776
46,wine glass,100,0.2983410060405731,5.359589099884033,4.281089782714844,5.545178413391113,0.29959945380687714,0.04866202175617218,0.34461018443107605,12.937965393066406,1.127471923828125,7.210280678613344,8.455958271428244,7.5000005168976385,8.710000605334821,0.3853246580640518,0.9988961416968337,1.2100006053349317,0.5460377931594849,0.6008427143096924,0.15766586363315582,0.19229738414287567,0.7539714594286515
27,backpack,100,0.3284415304660797,5.347381114959717,4.259468078613281,5.545178413391113,0.2987953871488571,0.05115272104740143,0.34811897575855255,13.10841178894043,1.1037136316299438,7.017195382727277,8.128796197205563,7.320000598220687,8.28000064381729,0.338457948946644,0.7927704308814997,0.8005003366622016,0.43986329436302185,0.5964263677597046,0.12522700428962708,0.058105144649744034,0.9825680824990778
55,orange,100,0.3364335596561432,5.353375434875488,4.317446231842041,5.545178413391113,0.2953929752111435,0.05202138610184193,0.33989349007606506,13.020933151245117,1.0772476196289062,7.471619858115446,6.858668095611778,7.280000524608489,7.380000533549387,0.5554326960304201,0.6419595345811223,0.2505985656801965,0.5680803060531616,0.4712306261062622,0.10338792949914932,0.050855852663517,1.279705207090623
64,potted plant,100,0.2447746843099594,5.3398542404174805,4.391993522644043,5.545178413391113,0.29897502064704895,0.054658859968185425,0.32294319570064545,13.004308700561523,1.1088206768035889,8.39502992009998,6.621558492940412,8.620000617590573,7.350000526768898,0.7623907209414248,1.254088529251143,1.1300005422002566,0.6480637192726135,0.45995259284973145,0.20367154479026794,0.1296374648809433,1.1896399735605698
56,broccoli,100,0.3047633469104767,5.333950519561768,4.293118476867676,5.545178413391113,0.2985896021127701,0.05527118034660816,0.34374678134918213,12.98052978515625,1.1349072456359863,7.26095929708109,6.783342402738445,7.680000506354768,7.270000487579325,0.6422083981158604,0.7554724146947208,0.2920615654305116,0.5544667840003967,0.4314793646335602,0.13865132629871368,0.05646059289574623,1.0209169516153027
57,carrot,100,0.43355876207351685,5.337800025939941,4.293118476867676,5.545178413391113,0.269071102142334,0.056560296565294266,0.3437467962503433,11.98628044128418,0.9680121541023254,6.9844006599662505,8.499480189726455,7.439999833716142,8.509999809799178,0.4557206046779737,1.124634753641763,1.0117804286249392,0.44976675510406494,0.6383238434791565,0.06770605593919754,0.03887573629617691,1.2707723651079428
